model_performance,wd_random,wd_compressed,wd_diff,svi_random,svi_compressed,svi_diff,sv_wd_random,sv_wd_compressed,sv_wd_diff,pvi_random,pvi_compressed,pvi_diff,pdp_random,pdp_compressed,pdp_diff,time_kt,time_sv_diff,time_pvi_diff,time_pdp_diff
0.9902785822184763,0.06593859210071072,0.042071075319244006,0.023867516781466716,10.589497556860398,7.536267793379345,3.0532297634810526,26.447304458008425,23.28863628611213,3.158668171896295,17.508941937278372,7.530155420590027,9.978786516688345,638.81665,95.87853,542.9381,0.12678861618041992,0.6382434368133545,0.020415306091308594,0.028957843780517578
0.9902785822184763,0.0632448031656454,0.054171676400392575,0.009073126765252827,12.692278026140254,9.605532489785812,3.0867455363544423,26.59934570390894,23.403901924740843,3.195443779168098,14.946704065310126,7.566158024651813,7.380546040658313,333.87952,404.9682,-71.088684,0.12565064430236816,0.638253927230835,0.01202702522277832,0.02894759178161621
0.9902785822184763,0.05922532945951654,0.03810949230014513,0.02111583715937141,8.236284731007927,8.630740687135827,-0.3944559561278993,25.578313930815135,21.979739911494693,3.5985740193204414,19.016788074734965,11.385891304574873,7.630896770160092,167.70525,151.26297,16.442276,0.1329045295715332,0.6355388164520264,0.025891542434692383,0.028959035873413086
0.9902785822184763,0.07399874407444454,0.03863585680557127,0.035362887268873266,15.305691139124503,8.029795800887246,7.275895338237257,27.564967418898235,21.23915048568362,6.325816933214615,17.667158906300173,19.569890408195317,-1.9027315018951434,861.70667,82.19699,779.50964,0.1516585350036621,0.6382489204406738,0.024093151092529297,0.028948068618774414
0.9902785822184763,0.0616506975006257,0.04116683552905654,0.020483861971569158,11.75299298446152,8.175257790228386,3.5777351942331332,24.59466299324013,22.848096504032817,1.7465664892073143,10.262414017575974,12.622899843172373,-2.360485825596399,78.54926,164.70357,-86.154305,0.13560223579406738,0.6382529735565186,0.024254798889160156,0.02895832061767578
0.9902785822184763,0.08126440404112989,0.045281223190250665,0.035983180850879225,11.637974623049764,13.212083156776096,-1.5741085337263314,27.045017320504574,26.47393137721813,0.5710859432864446,16.04838292730669,19.2033834752882,-3.1550005479815084,419.5816,115.82546,303.75613,0.13738226890563965,0.6382007598876953,0.02382802963256836,0.02895832061767578
0.9902785822184763,0.0704487908609649,0.042673393296601705,0.02777539756436319,10.780653273458272,9.885801342137114,0.894851931321158,26.224051064543623,23.369795889162635,2.854255175380988,20.336137300179644,15.774175620873656,4.561961679305988,527.8734,117.67935,410.19406,0.13252735137939453,0.6382594108581543,0.02681756019592285,0.028359413146972656
0.9902785822184763,0.08948868509902613,0.04564756229121933,0.043841122807806804,9.1627893574508,5.697460248333251,3.4653291091175484,23.97086837260109,21.397878107680672,2.572990264920417,14.223083341417663,12.119629696090186,2.103453645327477,121.15524,54.95108,66.20416,0.12947320938110352,0.6382467746734619,0.02508854866027832,0.028959274291992188
0.9902785822184763,0.10730601705259288,0.05057659619790707,0.05672942085468581,12.819616254043005,12.153509128205886,0.6661071258371187,27.299823457642976,22.583834433740286,4.71598902390269,18.454976859656576,24.956930195344757,-6.501953335688182,406.47382,145.82858,260.64523,0.14465951919555664,0.6382505893707275,0.030495643615722656,0.038051605224609375
0.9902785822184763,0.07935347878151357,0.04510020908416064,0.03425326969735293,12.025358806336662,6.581273540877645,5.444085265459017,26.666528849602713,21.93273839919713,4.733790450405582,17.252793889085385,26.403724235574913,-9.150930346489528,66.23378,217.05829,-150.82451,0.12862467765808105,0.6382489204406738,0.027720928192138672,0.02895832061767578
