model_performance_random,model_performance_compressed,wd_random,wd_compressed,wd_diff,svi_random,svi_compressed,svi_diff,sv_wd_random,sv_wd_compressed,sv_wd_diff,pvi_random,pvi_compressed,pvi_diff,pdp_random,pdp_compressed,pdp_diff,ale_random,ale_compressed,ale_diff,time_kt,time_sv_diff,time_pvi_diff,time_pdp_diff,time_ale_diff
0.8590013924806047,0.8488921774160398,0.48935003677414485,0.4649203356390461,0.024429701135098736,0.018378786942498854,0.030624701649024075,-0.01224591470652522,0.042636480962073335,0.062408843597936796,-0.01977236263586346,0.419231436701865,0.2379410695292774,0.18129036717258762,0.7828067,1.2939272,-0.5111205,0.8296461537721963,1.187040212939543,-0.3573940591673467,3.210047960281372,305.1061325073242,22.533438444137573,3.237579107284546,5.610292196273804
0.8819816053511705,0.8663196452670135,0.5254204720492531,0.369962605611879,0.15545786643737414,0.032865028174284175,0.04693529960983558,-0.014070271435551403,0.05629329053955264,0.07195875893164767,-0.015665468392095032,0.4127308470200648,0.341565815052173,0.07116503196789181,0.16876501,1.4804976,-1.3117325,0.1761621009476617,1.4123681068108391,-1.2362060058631774,2.9952340126037598,305.0488951206207,22.497684240341187,3.2218642234802246,5.582345008850098
0.8486738351254481,0.8105747126436782,0.4434040123616862,0.41738219138245336,0.026021820979232835,0.05275689093804811,0.03540961020713393,0.017347280730914183,0.061884869746133865,0.04993254843633356,0.011952321309800305,0.2649245315679747,0.26990916916154384,-0.004984637593569152,0.39749336,0.74254066,-0.3450473,0.3070767815862007,0.8117187674347189,-0.5046419858485183,2.9893155097961426,305.0438838005066,22.56837749481201,3.232219934463501,5.556896924972534
0.8466233766233766,0.8269044153323629,0.6389842276054447,0.4468369847509015,0.1921472428545432,0.017285482799460357,0.05560703881820893,-0.03832155601874857,0.05079265796017793,0.06992740508531367,-0.019134747125135743,0.26330735919379133,0.18491386310383784,0.0783934960899535,0.902693,0.4707358,0.4319572,1.0865239831049496,0.4213218427204469,0.6652021403845026,3.003622531890869,305.0426833629608,22.580092906951904,3.230294942855835,5.59323787689209
0.8686209439528023,0.8490930316091955,0.517097149406134,0.3609588854168568,0.15613826398927727,0.021925344610748406,0.04043237747695028,-0.018507032866201877,0.043080549185500173,0.06043244878181665,-0.01735189959631648,0.45003960856611336,0.28437635688915053,0.16566325167696283,0.47974223,1.424232,-0.9444898,0.44628925264831,1.5506796269327172,-1.1043903742844072,2.997936725616455,305.3109278678894,22.558723211288452,3.2297005653381348,5.599823236465454
0.8716017316017315,0.9334415145368493,0.4146205853588916,0.5670959716995041,-0.15247538634061247,0.0330055477848459,0.10229070726207828,-0.06928515947723238,0.05764598339025016,0.11673606421734078,-0.05909008082709062,0.20101523656599052,1.6385557499099719,-1.4375405133439814,0.34193376,2.5821943,-2.2402606,0.3421678255798974,2.3621047226253635,-2.0199368970454663,2.9897971153259277,304.82657122612,22.52779746055603,3.221856117248535,5.610726594924927
0.8871058033215153,0.913921872311134,0.35704623476853997,0.4037797776664399,-0.04673354289789994,0.04248062059066944,0.02174146170447052,0.02073915888619892,0.060279978057918834,0.038688783277177036,0.0215911947807418,0.2296247675948806,0.6634812107073746,-0.43385644311249405,0.2601071,1.128897,-0.86878985,0.33459922644308804,1.202796117362313,-0.8681968909192249,3.0150094032287598,305.32781529426575,22.569872617721558,3.2319648265838623,5.600091457366943
0.8463605189663097,0.8265232974910395,0.57042132847411,0.37688512873324953,0.19353619974086045,0.01755449684919083,0.026706663449783615,-0.009152166600592784,0.041259110378877965,0.059467014299115904,-0.01820790392023794,0.18303625542683344,0.4116334353423775,-0.22859717991554407,0.45503753,0.4777971,-0.022759557,0.48351534531886575,0.5223860421635758,-0.038870696844710007,3.0187971591949463,305.2939567565918,22.607390642166138,3.2248120307922363,5.5933074951171875
0.8620006469351447,0.8888402625820568,0.5171001887341885,0.3805691375195695,0.136531051214619,0.02901086509821992,0.041869257547899476,-0.012858392449679557,0.040436946099259116,0.05961358077318035,-0.019176634673921236,0.15752289820095333,0.3648402014902963,-0.20731730328934295,0.47562918,0.50227964,-0.026650459,0.3919335026890076,0.44095313357290655,-0.049019630883898935,2.9788222312927246,305.240181684494,22.583280086517334,3.2321250438690186,5.59861946105957
0.8331124441964286,0.8674492705014254,0.40150340644646093,0.4769765720994134,-0.07547316565295248,0.07270988324084582,0.029156726002478036,0.04355315723836778,0.08667344719906629,0.053891132199583365,0.03278231499948293,0.23522439193019595,0.35266956335948474,-0.11744517142928879,0.3940844,0.941927,-0.5478426,0.5376880164976766,1.0293985676650959,-0.49171055116741924,3.0055882930755615,305.07018065452576,22.57275128364563,3.2314298152923584,5.607611656188965
