model_performance_random,model_performance_compressed,wd_random,wd_compressed,wd_diff,svi_random,svi_compressed,svi_diff,sv_wd_random,sv_wd_compressed,sv_wd_diff,pvi_random,pvi_compressed,pvi_diff,pdp_random,pdp_compressed,pdp_diff,ale_random,ale_compressed,ale_diff,time_kt,time_sv_diff,time_pvi_diff,time_pdp_diff,time_ale_diff
0.8590013924806047,0.8622485632183908,0.48935003677414485,0.6736962794191393,-0.1843462426449945,0.018378786942498854,0.048021871356471485,-0.02964308441397263,0.042636480962073335,0.056034468107470675,-0.01339798714539734,0.419231436701865,0.3434536441590341,0.0757777925428309,0.7828067,0.30728087,0.47552583,0.8296461537721963,0.21536372606268334,0.6142824277095129,3.822941541671753,304.96682620048523,21.825916051864624,3.217641592025757,5.549818277359009
0.8819816053511705,0.8410641989589357,0.5254204720492531,0.7027855298054198,-0.17736505775616662,0.032865028174284175,0.05275133775864235,-0.019886309584358178,0.05629329053955264,0.059424467060899586,-0.003131176521346944,0.4127308470200648,0.3641146014400076,0.04861624558005717,0.16876501,0.7678816,-0.59911656,0.1761621009476617,0.7371839889811521,-0.5610218880334904,4.16018009185791,304.2377803325653,21.716452836990356,3.2121448516845703,5.581394195556641
0.8486738351254481,0.8745693505167793,0.4434040123616862,0.6763691939602514,-0.23296518159856522,0.05275689093804811,0.02550207186103927,0.027254819077008843,0.061884869746133865,0.037664095897167446,0.02422077384896642,0.2649245315679747,0.21170543482292303,0.05321909674505165,0.39749336,0.5392587,-0.14176536,0.3070767815862007,0.5708003348800089,-0.2637235532938082,4.181803464889526,304.2114989757538,21.341535806655884,3.1964375972747803,5.482962369918823
0.8466233766233766,0.8576688218390804,0.6389842276054447,0.7332105189247813,-0.09422629131933657,0.017285482799460357,0.03926884507610783,-0.021983362276647475,0.05079265796017793,0.04418311876804142,0.006609539192136506,0.26330735919379133,0.17517589513361465,0.08813146406017669,0.902693,0.34993005,0.5527629,1.0865239831049496,0.3234404244542475,0.7630835586507021,5.105436325073242,303.50911951065063,21.34354043006897,3.1764397621154785,5.454038858413696
0.8686209439528023,0.8075657894736842,0.517097149406134,0.7379233284993578,-0.22082617909322377,0.021925344610748406,0.028807194469997542,-0.006881849859249136,0.043080549185500173,0.05186450548338083,-0.008783956297880653,0.45003960856611336,0.22828868487348442,0.22175092369262894,0.47974223,0.797442,-0.3176998,0.44628925264831,0.736352129742196,-0.290062877093886,5.466916799545288,303.25720620155334,23.15130352973938,3.1914680004119873,5.430949449539185
0.8716017316017315,0.8566142828724886,0.4146205853588916,0.6523604027198218,-0.23773981736093014,0.0330055477848459,0.03181269128673615,0.001192856498109747,0.05764598339025016,0.04551640024481196,0.012129583145438202,0.20101523656599052,0.4728292184521241,-0.2718139818861336,0.34193376,0.5009681,-0.15903434,0.3421678255798974,0.5120049890171746,-0.16983716343727723,9.398808240890503,297.4489834308624,23.139742612838745,3.255429744720459,5.64482307434082
0.8871058033215153,0.8623809523809524,0.35704623476853997,0.7507657035544294,-0.3937194687858894,0.04248062059066944,0.014796581052971849,0.027684039537697592,0.060279978057918834,0.048008603664010205,0.01227137439390863,0.2296247675948806,0.36762987112301415,-0.13800510352813355,0.2601071,0.42521155,-0.16510445,0.33459922644308804,0.3307246393056149,0.003874587137473129,8.77316164970398,297.1414852142334,23.136048078536987,3.248540163040161,5.61165976524353
0.8463605189663097,0.8241248777168135,0.57042132847411,0.7018363847124919,-0.1314150562383819,0.01755449684919083,0.021682029890040463,-0.004127533040849632,0.041259110378877965,0.03401795196416277,0.007241158414715197,0.18303625542683344,0.11855090120321088,0.06448535422362256,0.45503753,0.23405673,0.22098081,0.48351534531886575,0.26492323939787243,0.21859210592099332,9.24220871925354,297.21254420280457,23.15959644317627,3.2478837966918945,5.42999792098999
0.8620006469351447,0.8618212353050942,0.5171001887341885,0.6939572993492882,-0.17685711061509968,0.02901086509821992,0.027743656937648176,0.0012672081605717422,0.040436946099259116,0.05418893484908805,-0.013751988749828935,0.15752289820095333,0.7094066182887164,-0.5518837200877631,0.47562918,0.39578205,0.07984713,0.3919335026890076,0.48886481950159244,-0.09693131681258482,8.942498683929443,297.31370973587036,23.138614416122437,3.2435290813446045,5.637414932250977
0.8331124441964286,0.8368354885057471,0.40150340644646093,0.7157554748758866,-0.3142520684294257,0.07270988324084582,0.022374315258663662,0.05033556798218215,0.08667344719906629,0.03251474266167073,0.05415870453739556,0.23522439193019595,0.5129428877866908,-0.2777184958564949,0.3940844,0.44757348,-0.05348909,0.5376880164976766,0.4122010708099524,0.12548694568772423,6.879702806472778,299.66558051109314,22.9487624168396,3.1966583728790283,5.424608469009399
0.8782443266748199,0.857943143812709,0.43222370361022533,0.6748642877508504,-0.24264058414062506,0.0640847698474788,0.035397654443945735,0.02868711540353306,0.0713946158395633,0.06028270705393436,0.01111190878562894,0.2300067662326668,0.31752008250416175,-0.08751331627149495,0.5512654,0.2504198,0.30084562,0.5766230003096591,0.2742133629355441,0.30240963737411497,7.919437646865845,299.341912984848,23.275075912475586,3.2531850337982178,5.6347596645355225
