model_performance_random,model_performance_compressed,wd_random,wd_compressed,wd_diff,mmd_linear_random,mmd_linear_compressed,mmd_linear_diff,mmd_gaussian_random,mmd_gaussian_compressed,mmd_gaussian_diff,svi_random,svi_compressed,svi_diff,sv_wd_random,sv_wd_compressed,sv_wd_diff,pvi_random,pvi_compressed,pvi_diff,pdp_random,pdp_compressed,pdp_diff,ale_random,ale_compressed,ale_diff,time_kt,time_sv_diff,time_pvi_diff,time_pdp_diff,time_ale_diff
0.8621444201312911,0.8726632254464286,0.48935003677414485,0.2991283952740379,0.19022164150010695,0.0155342834133005,0.0037790519828943413,0.011755231430406158,0.000832452163344044,9.127193170255232e-05,0.0007411802316414917,0.11419851125395189,0.07176798691967275,0.04243052433427914,0.04135946599924128,0.03980962777776759,0.0015498382214736914,0.24370708520005957,0.40361501112520903,-0.15990792592514946,0.56900746,0.14708102,0.42192644,0.6323473288019802,0.3609539511295176,0.2713933776724626,3.8019235134124756,286.41199946403503,15.461331605911255,2.933138608932495,6.884543418884277
0.893185618729097,0.8186946902654867,0.5254204720492531,0.26109299625567656,0.26432747579357657,0.02090716778874342,0.0009191015273003932,0.019988066261443026,0.0012503003644730448,9.548369249068323e-05,0.0011548166719823616,0.17243031802632494,0.16664323010136536,0.0057870879249595775,0.05295749089406791,0.04965186056878511,0.0033056303252828045,0.4300963014643766,0.23558270876298582,0.1945135927013908,0.2365438,0.2728247,-0.0362809,0.339028937923295,0.19404894502475434,0.1449799928985407,3.753573417663574,286.43989396095276,15.388908624649048,2.924201250076294,6.868459224700928
0.8648028673835126,0.8785175247358712,0.4434040123616862,0.2499233069042738,0.1934807054574124,0.019233731696721382,0.001471394502829424,0.017762337193891958,0.0009611918965315436,8.544882812122623e-05,0.0008757430684103173,0.19393388735217404,0.19238757923414662,0.0015463081180274174,0.06204366872993408,0.04337410749957751,0.01866956123035657,0.32504322285012355,0.3944128091312513,-0.06936958628112777,0.85938966,0.40546405,0.4539256,0.7230871145287412,0.29615152366956576,0.42693559085917543,3.730550765991211,286.36851382255554,15.427721500396729,2.9172019958496094,6.865901947021484
0.8565800865800866,0.8408593594589219,0.6389842276054447,0.312834442954831,0.3261497846506137,0.04358463087515662,0.0018919097540646603,0.04169272112109196,0.001477223053647947,8.556738165821365e-05,0.0013916556719897333,0.09174822178437542,0.1845482018086393,-0.09279998002426387,0.03587498983485009,0.06342284589418343,-0.02754785605933334,0.4525664320841536,0.2251735178072467,0.2273929142769069,0.63250935,0.8109431,-0.17843378,0.6029893721846077,1.0028620086622309,-0.39987263647762317,4.03666353225708,286.3913769721985,15.399505853652954,2.9259848594665527,6.867993354797363
0.8816002949852506,0.8523590376772553,0.517097149406134,0.22755891989690877,0.28953822950922525,0.03850901430164362,0.0008618364642407699,0.03764717783740285,0.0014688999213388065,6.368046993387999e-05,0.0014052194514049265,0.22467583362040336,0.10410707126543711,0.12056876235496625,0.04132620208577597,0.029612496022646963,0.011713706063129006,0.40528814662378787,0.21538757499717454,0.18990057162661333,0.96463025,0.7403365,0.22429377,0.9973308969050695,0.6123304281576551,0.38500046874741434,3.70416259765625,286.5349645614624,15.432537078857422,2.91229510307312,6.8618247509002686
0.8803896103896103,0.8447263067310211,0.4146205853588916,0.27104733460379826,0.14357325075509336,0.015661264176672886,0.0011314552985949521,0.014529808878077933,0.0007689109484485535,7.825374754633074e-05,0.0006906572009022227,0.13334856051438934,0.08429150723035997,0.04905705328402937,0.04730004538645563,0.07568748413358418,-0.028387438747128554,0.2795543854181679,0.34768699215647114,-0.06813260673830324,0.49815154,0.56645846,-0.06830692,0.5446277363277992,0.7244234084176326,-0.1797956720898335,3.8433725833892822,286.31495904922485,15.401055335998535,2.923207998275757,6.855666160583496
0.9088449337562978,0.8563399644185671,0.35704623476853997,0.23741124809606146,0.11963498667247852,0.009884999169484564,0.000166045772613261,0.009718953396871302,0.0004610904705018015,7.697461372657699e-05,0.00038411585677522453,0.17002696494644132,0.24213439473839096,-0.07210742979194965,0.04602952087448218,0.11380226790574594,-0.06777274703126376,0.5428657124805494,0.20499082275225566,0.3378748897282937,0.15689635,0.8791513,-0.72225493,0.2915387977725853,0.9069700777327497,-0.6154312799601644,3.6931581497192383,286.34309339523315,15.420697450637817,2.917969226837158,6.865743637084961
0.8465372786085481,0.8596881959910914,0.57042132847411,0.21474338117262082,0.35567794730148916,0.035687130304550556,0.001405489185210224,0.03428164111934033,0.001525109797358315,8.067460838256935e-05,0.0014444351889757456,0.2080583467816105,0.13667747234693203,0.07138087443467847,0.0426882960184495,0.0733321774784857,-0.030643881460036194,0.24444507965935403,0.2905665409440208,-0.046121461284666765,0.5665579,0.55801404,0.008543849,0.5766987159618108,0.5043403116516418,0.07235840431016893,3.8087897300720215,286.36044216156006,15.38888669013977,2.9200851917266846,6.782442808151245
0.858887271551027,0.8600451467268623,0.5171001887341885,0.2923244298897099,0.2247757588444786,0.025528956858157613,0.003591044622438172,0.02193791223571944,0.0011187403878873958,0.00010409909665209938,0.0010146412912352964,0.1232914847070842,0.1536382946675453,-0.030346809960461102,0.04180613281460353,0.04238988658285405,-0.0005837537682505181,0.24636885726147373,0.3008159773114423,-0.054447120049968545,0.20994765,0.1164002,0.09354745,0.1776673049982323,0.1912002865609293,-0.013532981562697,3.703692674636841,286.34353733062744,15.436989784240723,2.9216885566711426,6.863165378570557
0.8533412388392858,0.8866976424023405,0.40150340644646093,0.2640850597066678,0.13741834673979314,0.019534994139208974,0.0008078460714418126,0.018727148067767162,0.00113318520582939,7.618846609847019e-05,0.00105699673973092,0.11231165243962746,0.29759006932806753,-0.18527841688844007,0.08037418632580128,0.07175894408047795,0.008615242245323326,0.08593950553861673,0.2033315787353882,-0.11739207319677147,0.35422063,0.79863024,-0.4444096,0.41462323212131247,0.8282109185192342,-0.41358768639792176,3.8235270977020264,286.3838436603546,15.487493991851807,2.922278642654419,6.858849763870239
