wd_random,wd_compressed,wd_diff,svi_random,svi_compressed,svi_diff,sv_wd_random,sv_wd_compressed,sv_wd_diff,pvi_random,pvi_compressed,pvi_diff,pdp_random,pdp_compressed,pdp_diff,ale_random,ale_compressed,ale_diff,time_kt,time_sv_diff,time_pvi_diff,time_pdp_diff,time_ale_diff
0.28141678828657696,0.17967719592042222,0.10173959236615474,0.2979214095124102,0.22347328744372913,0.07444812206868107,1.2776370272543351,1.465772129547445,-0.18813510229310992,1.6661154079476428,1.9208164189440278,-0.254701010996385,24.602386,2.720397,21.881989,3.6210105247324162,5.080341209306111,-1.4593306845736946,5.854055404663086,187.3039526939392,6.492628335952759,3.049203634262085,6.124382495880127
0.3027493617728044,0.18194719202611156,0.12080216974669286,0.25414962981574085,0.3197278356963407,-0.06557820588059987,1.0094441345648864,1.2556358920741035,-0.24619175750921718,1.465327166863918,1.767204296821462,-0.301877129957544,14.564725,2.7781925,11.786532,3.0619544384375215,1.141686719712606,1.9202677187249155,7.054124593734741,186.77932286262512,6.597348690032959,3.03324556350708,6.113409757614136
0.2765941536823289,0.17109955919195025,0.10549459449037868,0.6111452208966552,0.36093418165954916,0.2502110392371061,1.0916265112709578,0.9532767854436054,0.1383497258273524,0.645768113046935,0.43997779507921864,0.2057903179677164,6.812895,16.13681,-9.3239155,2.5481901720147704,1.8433750906973088,0.7048150813174616,6.194425344467163,187.30194783210754,6.632253646850586,3.0511975288391113,6.10742712020874
0.23579522197719244,0.17087134909078935,0.06492387288640308,0.3592309595303839,0.277603381285084,0.08162757824529993,1.3534009077718303,1.3670915845760918,-0.013690676804261503,1.3210543995583819,3.2945340203440487,-1.9734796207856669,27.587326,6.0669346,21.520391,5.40237778862336,2.2635213295042282,3.1388564591191317,6.3779332637786865,187.23214411735535,6.590367555618286,3.0452136993408203,6.103436231613159
0.2532671434927353,0.14714071418979785,0.10612642930293748,0.5136405096749109,0.4610442246155244,0.052596285059386516,1.3616567264659893,1.0923926812209093,0.2692640452450801,2.8476513998727304,0.287912291513,2.5597391083597305,6.974986,2.0075922,4.967394,1.5338050411067776,1.5738748036696117,-0.04006976256283412,6.337082624435425,187.2341296672821,6.6073219776153564,3.052196502685547,6.1123762130737305
0.256696210929882,0.15241646399538986,0.10427974693449213,0.7359775511406945,0.309454235270026,0.4265233158706685,1.4971947238571282,1.5993261987719767,-0.10213147491484853,2.081044866080005,1.7033516723814313,0.3776931936985737,42.66858,12.688019,29.98056,1.1646052707554335,3.912424661551236,-2.7478193907958026,6.086714506149292,187.27799010276794,6.594355821609497,3.0531938076019287,6.109377384185791
0.18931980738026158,0.1533284484656621,0.03599135891459948,0.3018630041726737,0.5030395226667116,-0.2011765184940379,0.6787423008472809,1.3006296768080685,-0.6218873759607876,1.0678713220798925,3.126003013491132,-2.0581316914112397,6.6753044,12.737339,-6.0620346,2.1727115171368934,1.3419491684098057,0.8307623487270877,6.215420961380005,187.25753498077393,6.639723777770996,3.0382330417633057,6.108429193496704
0.2786054768558432,0.16032774581859469,0.1182777310372485,0.6135754055334767,0.4660748590110968,0.14750054652237987,1.6904077321325808,1.1487841956715146,0.5416235364610662,1.4139155472865832,1.5971869863402008,-0.18327143905361765,15.789383,14.23948,1.5499029,3.5783869497764336,3.603802714485652,-0.025415764709218358,6.67616868019104,187.07755708694458,6.540500640869141,3.03524112701416,6.1273744106292725
0.24378746085565003,0.1806452956923508,0.06314216516329924,0.19191619289819983,0.4444302657021009,-0.2525140728039011,1.1058466033060441,1.1364458690534176,-0.030599265747373483,1.8709644190515586,3.562720086250071,-1.6917556671985126,27.458138,9.793794,17.664345,1.4360520025372456,0.9897981730179568,0.4462538295192888,8.214659929275513,187.18626761436462,6.599343299865723,3.0432190895080566,6.051576852798462
0.3394586924897858,0.19167130402218963,0.14778738846759615,0.7050284598385216,0.5490360523417863,0.15599240749673526,1.4544457290436728,1.465399443299704,-0.0109537142560312,1.6599815409663345,1.1291832070544925,0.5307983339118421,15.802933,0.99225616,14.810677,2.9829336979875625,2.3523640465129385,0.630569651474624,7.846004486083984,186.91699600219727,6.500608921051025,3.036238193511963,6.0814971923828125
