model_performance_random,model_performance_compressed,wd_random,wd_compressed,wd_diff,svi_random,svi_compressed,svi_diff,sv_wd_random,sv_wd_compressed,sv_wd_diff,pvi_random,pvi_compressed,pvi_diff,pdp_random,pdp_compressed,pdp_diff,ale_random,ale_compressed,ale_diff,time_kt,time_sv_diff,time_pvi_diff,time_pdp_diff,time_ale_diff
0.8590013924806047,0.8776917404129794,0.48935003677414485,1.155900816418359,-0.6665507796442143,0.018378786942498854,0.03580749719622933,-0.017428710253730478,0.042636480962073335,0.0794969106638014,-0.03686042970172807,0.419231436701865,0.29620253192024926,0.12302890478161577,0.7828067,0.36311018,0.4196965,0.8296461537721963,0.5000701564624976,0.32957599730969867,10.980333805084229,294.1939172744751,23.05118179321289,3.2372171878814697,5.5954201221466064
0.8819816053511705,0.9047323644097838,0.5254204720492531,0.9013579060392902,-0.3759374339900371,0.032865028174284175,0.07317261974752674,-0.04030759157324257,0.05629329053955264,0.0895378336082451,-0.03324454306869246,0.4127308470200648,0.9928839816822548,-0.58015313466219,0.16876501,0.9836693,-0.8149043,0.1761621009476617,1.2628077854453137,-1.086645684497652,10.81118392944336,294.7610332965851,23.036072969436646,3.249332904815674,5.594164848327637
0.8486738351254481,0.882361998614212,0.4434040123616862,1.0829946918915392,-0.6395906795298529,0.05275689093804811,0.08740650277367185,-0.034649611835623734,0.061884869746133865,0.10595505951365634,-0.04407018976752248,0.2649245315679747,0.7411545175077943,-0.4762299859398196,0.39749336,0.79871243,-0.40121907,0.3070767815862007,1.0407256358318202,-0.7336488542456194,10.896258354187012,293.70933055877686,23.174904346466064,3.255059003829956,5.640089511871338
0.8466233766233766,0.855968045112782,0.6389842276054447,1.116112017480074,-0.47712778987462934,0.017285482799460357,0.03553929271877369,-0.018253809919313337,0.05079265796017793,0.07142434755125766,-0.020631689591079735,0.26330735919379133,0.2866975748900762,-0.023390215696284855,0.902693,0.47126198,0.431431,1.0865239831049496,0.6031563126386188,0.4833676704663308,9.972615480422974,295.9125678539276,23.078104972839355,3.2547552585601807,5.618814468383789
0.8686209439528023,0.8468137254901961,0.517097149406134,1.0635885241671157,-0.5464913747609816,0.021925344610748406,0.10680197686141162,-0.0848766322506632,0.043080549185500173,0.12198060939512398,-0.07890006020962381,0.45003960856611336,0.1272049122443797,0.32283469632173367,0.47974223,0.6718179,-0.19207567,0.44628925264831,0.5989323126865076,-0.1526430600381976,10.117858648300171,295.4566605091095,23.034550189971924,3.2533841133117676,5.608027219772339
0.8716017316017315,0.8506878707560267,0.4146205853588916,1.0634015817623617,-0.6487809964034701,0.0330055477848459,0.10771796932416511,-0.0747124215393192,0.05764598339025016,0.11581010244505044,-0.058164119054800276,0.20101523656599052,0.2338077356233066,-0.03279249905731607,0.34193376,0.777193,-0.43525925,0.3421678255798974,0.6538353573749237,-0.3116675317950263,10.558746576309204,294.688631772995,23.067451238632202,3.2522666454315186,5.608703136444092
0.8871058033215153,0.7717799031176251,0.35704623476853997,1.1402293278324502,-0.7831830930639103,0.04248062059066944,0.15190381444438272,-0.10942319385371328,0.060279978057918834,0.16016184022936306,-0.09988186217144422,0.2296247675948806,0.18766956420833725,0.04195520338654335,0.2601071,1.6961992,-1.4360921,0.33459922644308804,1.565483382290195,-1.2308841558471069,10.860034704208374,293.77348709106445,22.971295595169067,3.2521414756774902,5.603611707687378
0.8463605189663097,0.8367745535714285,0.57042132847411,1.0081069816226864,-0.43768565314857644,0.01755449684919083,0.07995562781366337,-0.06240113096447254,0.041259110378877965,0.0946683324683166,-0.053409222089438636,0.18303625542683344,0.29379003905430623,-0.11075378362747279,0.45503753,0.5537335,-0.09869599,0.48351534531886575,0.5567615023322909,-0.07324615701342518,10.68221926689148,294.307541847229,23.059701919555664,3.2543485164642334,5.604833364486694
0.8620006469351447,0.8588495575221238,0.5171001887341885,0.9491004139686567,-0.43200022523446824,0.02901086509821992,0.07024727560522281,-0.0412364105070029,0.040436946099259116,0.0819487033308003,-0.041511757231541185,0.15752289820095333,0.5615192285158661,-0.4039963303149128,0.47562918,3.5494132,-3.073784,0.3919335026890076,3.6088328450430005,-3.216899342353993,10.911114692687988,295.01530742645264,22.99814796447754,3.2409069538116455,5.469888687133789
0.8331124441964286,0.8712009683645763,0.40150340644646093,1.0430630736606552,-0.6415596672141943,0.07270988324084582,0.04449715592547596,0.028212727315369855,0.08667344719906629,0.06715966837217459,0.019513778826891703,0.23522439193019595,0.3845923645837612,-0.14936797265356527,0.3940844,2.0403378,-1.6462533,0.5376880164976766,2.1198763722434144,-1.5821883557457377,8.278770208358765,298.02556133270264,23.093754768371582,3.1919844150543213,5.410634994506836
0.8782443266748199,0.9151635630134183,0.43222370361022533,1.038136843970699,-0.6059131403604737,0.0640847698474788,0.17348248747803044,-0.10939771763055164,0.0713946158395633,0.1836089275679771,-0.11221431172841378,0.2300067662326668,0.9029911073890086,-0.6729843411563418,0.5512654,0.80692333,-0.2556579,0.5766230003096591,0.5513968510754366,0.025226149234222506,7.141472816467285,302.6198983192444,20.050076723098755,3.192837953567505,5.297593116760254
0.8229483282674772,0.8820192853091322,0.7880850063009995,1.0110134215363185,-0.22292841523531892,0.042362237735686814,0.04365856496841748,-0.001296327232730668,0.07019783005876815,0.06576912451000265,0.004428705548765496,0.16992891762763818,0.22459466457405974,-0.05466574694642157,0.88878536,1.0490427,-0.16025734,0.8161970085698135,0.646659146116732,0.16953786245308144,10.497770071029663,294.89896416664124,23.13671636581421,3.255162239074707,5.616216421127319
0.8425970820293561,0.8093614196040559,0.4752792647755574,1.0224065266318878,-0.5471272618563304,0.0440844449993691,0.12049824896213338,-0.07641380396276427,0.06131288800108471,0.14489051372792414,-0.08357762572683942,0.24198811797923803,0.9579940835735143,-0.7160059655942763,0.2372995,0.94950455,-0.71220505,0.3786136419254184,0.8375421756709018,-0.4589285337454834,9.866620540618896,296.8633210659027,22.90980553627014,3.1704797744750977,5.43899393081665
