model_performance_random,model_performance_compressed,wd_random,wd_compressed,wd_diff,mmd_linear_random,mmd_linear_compressed,mmd_linear_diff,mmd_gaussian_random,mmd_gaussian_compressed,mmd_gaussian_diff,svi_random,svi_compressed,svi_diff,sv_wd_random,sv_wd_compressed,sv_wd_diff,pvi_random,pvi_compressed,pvi_diff,pdp_random,pdp_compressed,pdp_diff,ale_random,ale_compressed,ale_diff,time_kt,time_sv_diff,time_pvi_diff,time_pdp_diff,time_ale_diff
0.8621444201312911,0.8763403729417325,0.48935003677414485,0.20217016190689122,0.2871798748672536,0.0155342834133005,0.0019768885845683824,0.013557394828732116,0.0015375682722998385,0.00021922129438500804,0.0013183469779148305,0.11419851125395189,0.1417280062584115,-0.027529495004459614,0.04135946599924128,0.045673466297867324,-0.004314000298626046,0.24370708520005957,0.6145847987942872,-0.3708777135942276,0.56900746,0.4534316,0.11557585,0.6323473288019802,0.3455613380381417,0.2867859907638385,3.6589291095733643,286.5456919670105,15.441956520080566,2.9195809364318848,6.880516052246094
0.893185618729097,0.8679523539421441,0.5254204720492531,0.20084391845971375,0.3245765535895394,0.02090716778874342,0.001329062220960907,0.01957810556778251,0.0022812787852843908,0.00022848416246878944,0.0020527946228156013,0.17243031802632494,0.3197970240982929,-0.14736670607196797,0.05295749089406791,0.0562572476957873,-0.0032997568017193862,0.4300963014643766,0.17667246308508644,0.25342383837929017,0.2365438,0.4145896,-0.17804581,0.339028937923295,0.17823231001300857,0.16079662791028645,3.6538946628570557,286.5327184200287,15.446704387664795,2.9259653091430664,6.868836164474487
0.8648028673835126,0.8772328342798141,0.4434040123616862,0.21673647570967358,0.2266675366520126,0.019233731696721382,0.0024518675926166137,0.016781864104104767,0.0014759502675888991,0.00022804829684136552,0.0012479019707475336,0.19393388735217404,0.2431394622405841,-0.04920557488841007,0.06204366872993408,0.041780366545891894,0.020263302184042188,0.32504322285012355,0.4427434216063568,-0.11770019875623328,0.85938966,0.2106502,0.64873946,0.7230871145287412,0.23511248154878744,0.48797463297995375,3.7634546756744385,286.53007984161377,15.483175039291382,2.918184280395508,6.875138998031616
0.8565800865800866,0.8647773279352227,0.6389842276054447,0.2177625837728033,0.4212216438326414,0.04358463087515662,0.002574692542519862,0.04100993833263676,0.0017869434934920658,0.00024366737547210082,0.001543276118019965,0.09174822178437542,0.17062479084702067,-0.07887656906264526,0.03587498983485009,0.031595692762982894,0.004279297071867194,0.4525664320841536,0.16429604684330745,0.28827038524084614,0.63250935,0.40406606,0.2284433,0.6029893721846077,0.3939557319628556,0.20903364022175208,3.711613178253174,286.4829969406128,15.443716764450073,2.9220290184020996,6.860934019088745
0.8816002949852506,0.8411718486923336,0.517097149406134,0.1906160152291621,0.32648113417697194,0.03850901430164362,0.0012817439920092411,0.03722727030963438,0.0019417105097739862,0.000217280886873783,0.0017244296229002032,0.22467583362040336,0.2718267675759598,-0.047150933955556446,0.04132620208577597,0.05451023788413228,-0.013184035798356308,0.40528814662378787,0.3037576177652408,0.10153052885854708,0.96463025,0.28297713,0.68165314,0.9973308969050695,0.4301737944009539,0.5671571025041156,3.7583727836608887,286.6102936267853,15.423108339309692,2.9320425987243652,6.88070821762085
0.8803896103896103,0.9051712992889464,0.4146205853588916,0.22569632671364556,0.18892425864524606,0.015661264176672886,0.0032721305678178342,0.012389133608855052,0.0016543162215306162,0.00021990938637428403,0.0014344068351563322,0.13334856051438934,0.14944522568222007,-0.01609666516783073,0.04730004538645563,0.05240259087881858,-0.005102545492362949,0.2795543854181679,0.4300923477289553,-0.15053796231078742,0.49815154,0.13460045,0.36355108,0.5446277363277992,0.18576358991249087,0.3588641464153083,3.691131353378296,286.4908926486969,15.429701566696167,2.9310741424560547,6.79344630241394
0.9088449337562978,0.8540582981646874,0.35704623476853997,0.2178925549464663,0.13915367982207366,0.009884999169484564,0.0016879239317861585,0.008197075237698406,0.0010976656005897145,0.00023166385615863705,0.0008660017444310775,0.17002696494644132,0.25330781628715704,-0.08328085134071572,0.04602952087448218,0.050514856713754844,-0.004485335839272665,0.5428657124805494,0.261485726908512,0.28137998557203736,0.15689635,0.5193398,-0.36244345,0.2915387977725853,0.5280906545621006,-0.2365518567895153,3.6876659393310547,286.4404709339142,15.410228729248047,2.9253058433532715,6.868307113647461
0.8465372786085481,0.8840141042843324,0.57042132847411,0.20380184949018226,0.3666194789839277,0.035687130304550556,0.0016454805581975487,0.03404164974635301,0.002220315337809531,0.00022977165629112228,0.0019905436815184085,0.2080583467816105,0.193967751354301,0.014090595427309505,0.0426882960184495,0.043725997438927196,-0.0010377014204776963,0.24444507965935403,0.46918373756875487,-0.22473865790940084,0.5665579,0.18863706,0.3779208,0.5766987159618108,0.2659414712983242,0.3107572446634866,3.7256410121917725,286.5259687900543,15.439732313156128,2.921327829360962,6.86964225769043
0.858887271551027,0.879784487596812,0.5171001887341885,0.2003171859822303,0.3167830027519582,0.025528956858157613,0.001379117768061481,0.02414983909009613,0.0016203877928352983,0.00021328050343188965,0.0014071072894034087,0.1232914847070842,0.19101529836222333,-0.06772381365513913,0.04180613281460353,0.03840235834587926,0.003403774468724273,0.24636885726147373,0.48269692478990356,-0.23632806752842983,0.20994765,0.5311349,-0.32118726,0.1776673049982323,0.5911383683793373,-0.413471063381105,3.639294147491455,286.5277407169342,15.40582275390625,2.937011241912842,6.8715903759002686
0.8533412388392858,0.8867536272321429,0.40150340644646093,0.23225598052343388,0.16924742592302705,0.019534994139208974,0.0014087201197729585,0.018126274019436017,0.0019479484515073642,0.00022567431375980496,0.0017222741377475592,0.11231165243962746,0.1610288886927904,-0.04871723625316293,0.08037418632580128,0.04427431802355612,0.03609986830224515,0.08593950553861673,0.14123608017119071,-0.05529657463257398,0.35422063,0.48777297,-0.13355234,0.41462323212131247,0.46435115902871205,-0.04972792690739958,3.643165111541748,286.56791162490845,15.414023637771606,2.926633358001709,6.889810800552368
0.8816754993885039,0.8903730310173232,0.43222370361022533,0.19325993564889254,0.23896376796133278,0.014853276023276381,0.0008453458597184708,0.01400793016355791,0.0012297232657308976,0.00022503540998936034,0.0010046878557415373,0.13059010035057783,0.1545017558170341,-0.023911655466456266,0.051201029792479744,0.05461809476605697,-0.0034170649735772232,0.2839370313269569,0.3925674478521488,-0.1086304165251919,0.182732,0.41350365,-0.23077165,0.1261121973561811,0.42257628757182963,-0.29646409021564857,3.6725690364837646,286.50775122642517,15.391746997833252,2.916167974472046,6.776826620101929
0.8328774062816615,0.8993632765444846,0.7880850063009995,0.20156435357093308,0.5865206527300665,0.07368952971245775,0.0014579866335984262,0.07223154307885932,0.004866684900823981,0.000204903293673786,0.004661781607150195,0.611116038979938,0.17569833691158335,0.43541770206835473,0.06644652604618917,0.03597767330492125,0.03046885274126792,0.1497089131353484,0.1425980514897982,0.007110861645550193,0.40064222,0.25614202,0.1445002,0.4689184757455656,0.22955134041431868,0.23936713533124693,3.722677230834961,286.44246006011963,15.384757995605469,2.9186017513275146,6.864936113357544
0.8391589897298011,0.8867532467532467,0.4752792647755574,0.20168682109686056,0.27359244367869684,0.026986466446479274,0.0015522683823573436,0.02543419806412193,0.001901753475835155,0.0002175009773672243,0.0016842524984679308,0.3207121381375242,0.22190558191780588,0.09880655621971832,0.06271234110946519,0.044064453640401686,0.018647887469063505,0.4288555835922023,0.23326505724550417,0.19559052634669816,0.38574368,0.42194596,-0.03620228,0.48250433582440083,0.5057888296698922,-0.023284493845491416,3.7409396171569824,286.5030915737152,15.39043927192688,2.9179534912109375,6.878741025924683
