model_performance,wd_random,wd_compressed,wd_diff,svi_random,svi_compressed,svi_diff,sv_wd_random,sv_wd_compressed,sv_wd_diff,pvi_random,pvi_compressed,pvi_diff,pdp_random,pdp_compressed,pdp_diff,time_kt,time_sv_diff,time_pvi_diff,time_pdp_diff
0.9999900956931159,0.9148246751589553,0.33338979130649266,0.5814348838524626,0.05577843115834904,0.05147550003505168,0.004302931123297361,0.09214819851176,0.07417821440439173,0.01796998410736826,0.02537232105204386,0.020699832425469404,0.0046724886265744545,0.67848796,0.6897185,-0.011230528,163.32021832466125,438.68166160583496,26.77787446975708,3.975416660308838
0.9999900956931159,0.9433739899992255,0.3015663815283203,0.6418076084709052,0.0490375115351298,0.06037742483388021,-0.011339913298750406,0.09126826983987264,0.0914774034151402,-0.00020913357526755605,0.01582988310927376,0.019436156143886517,-0.0036062730346127572,0.6554105,0.60766554,0.04774499,172.88399386405945,438.8885781764984,26.37157368659973,3.998697280883789
0.9999900956931159,1.201788770513354,0.2961351504845418,0.9056536200288123,0.0463098956186093,0.050000833811345465,-0.003690938192736165,0.11099782008626444,0.09296456685768863,0.01803325322857581,0.012723285312830394,0.017196037087652095,-0.0044727517748217,0.912964,0.77654445,0.13641953,176.34970617294312,438.58036160469055,25.21584415435791,4.0139923095703125
0.9999900956931159,1.0731004314266157,0.3274306711354706,0.7456697602911451,0.07387405334195483,0.0505505960439214,0.023323457298033437,0.09352963583560665,0.07636252332570548,0.017167112509901175,0.024311900877598002,0.022509520999200616,0.0018023798783973859,0.22599559,0.7214665,-0.49547088,194.01872897148132,433.3157365322113,25.693553686141968,3.970198154449463
0.9999900956931159,0.9389967838901049,0.29755965374913185,0.641437130140973,0.07700311684982042,0.050960551547966394,0.026042565301854025,0.10327997688244811,0.08561906064768687,0.017660916234761237,0.014229417548445727,0.023711479792790327,-0.0094820622443446,0.5481604,0.63789797,-0.089737594,183.1242356300354,433.8357741832733,25.925551891326904,3.9621520042419434
0.9999900956931159,1.2153868511268937,0.2922445280616313,0.9231423230652624,0.055847329061561,0.04333708436808213,0.012510244693478868,0.08277076768664902,0.07332237099067815,0.009448396695970876,0.042907949029310125,0.014207984336931533,0.028699964692378593,0.1588171,0.67795676,-0.51913965,176.08995461463928,436.3942017555237,25.9130277633667,3.983199119567871
0.9999900956931159,0.9125280522892102,0.2924284587552733,0.6200995935339368,0.05361219787434339,0.04091042723998004,0.012701770634363348,0.07549600004292377,0.06430854177999067,0.011187458262933103,0.010531058809213109,0.024225358021481333,-0.013694299212268224,0.5132448,0.1849233,0.32832152,177.38218641281128,438.3562569618225,25.349034070968628,3.9792003631591797
0.9999900956931159,0.7711767350570196,0.3231791500770855,0.4479975849799341,0.06574081444331699,0.0534503140550055,0.01229050038831149,0.09102210699120444,0.07704325223534264,0.013978854755861803,0.025452243874075207,0.012738912867191764,0.012713331006883443,0.12197402,0.17146656,-0.049492538,179.82747411727905,438.3458411693573,25.809728860855103,3.9661993980407715
0.9999900956931159,0.8596897273405447,0.2819698351144715,0.5777198922260732,0.057673748180815027,0.044507691775309506,0.01316605640550552,0.09130553171325992,0.0667618054226009,0.024543726290659013,0.028153073424402396,0.04465250534237972,-0.01649943191797732,0.63279015,0.45879343,0.17399672,183.96895146369934,438.04977107048035,25.98936653137207,3.987201452255249
0.9999900956931159,1.042334580904455,0.3534992703670683,0.6888353105373868,0.045903675213981754,0.052737816469039724,-0.00683414125505797,0.07727162332701194,0.0977521133135772,-0.02048048998656525,0.012646520438760174,0.013853744614235384,-0.0012072241754752105,0.17844576,0.6504834,-0.47203767,213.00114154815674,438.0354120731354,25.511702060699463,3.962200403213501
0.9999900956931159,1.149338647264993,0.30323021696513924,0.8461084302998536,0.07009347529205585,0.03903106267787648,0.03106241261417937,0.10125970085555358,0.07113098843393713,0.030128712421616452,0.01515601764957254,0.020575687138766438,-0.005419669489193897,0.35728866,0.25898498,0.098303676,200.43065667152405,437.12353897094727,26.129694938659668,3.9802019596099854
